District,Facility Type,Material Type,Facility ID,Facility Description,Company,Contact Person,Contact Email,Telephone Number,Physical Address,P-Address Line 2,P-Address City,P-Address State,P-Address Zip,P-Address Country,Latitude,Longitude,Mailing Address,M-Address Line 2,M-Address City,M-Address State,M-Address Zip,M-Address Country,Facility Status,Facility Status Date,QCP Status,QCP Status Date
SMO,Plant,Asphalt Binder,LA010,BLACKLIDGE TAMPA - PLANT #3,"Blacklidge Emulsions, Inc.",Gabe DeAngelo,gdeangelo@blacklidge.com,(813) 247-5699,2701 EAST 2ND AVENUE,,TAMPA,Florida,33605,,27.956325,-82.428721,2701 EAST 2ND AVENUE,,TAMPA,Florida,33605,,Under Review,8/20/2015,Accepted,2/16/2016
SMO,Terminal,Asphalt Binder,LA012,Blacklidge - Bay Minette,"Blacklidge Emulsions, Inc.",MICHELLE DRONET,mpeltier@blacklidge.com,(228) 238-1090,202 Stevens Parkway,,Bay Minette,Alabama,36507,,30.859450,-87.772220,202 Stevens Parkway,,Bay Minette,Alabama,36507,,Under Review,4/30/2024,Accepted,8/20/2024
SMO,Plant,Asphalt Binder,LA013,ERGON GARDEN CITY,"Ergon Asphalt & Emulsions, Inc.",Joey Gelwix,joey.gelwix@ergon.com,(813) 695-0345,14 FOUNDATION DRIVE,,GARDEN CITY,Georgia,31408,,32.101040,-81.138104,14 FOUNDATION DRIVE,,GARDEN CITY,Georgia,31408,,Under Review,8/20/2015,Accepted,6/24/2025
SMO,Plant,Asphalt Binder,LA014,OWENS CORNING JACKSONVILLE,Owens Corning Trumbull,Jason Milacek,jason.milacek@owenscorning.com,(405) 760-1301,1151 Talleyrand Avenue,,Jacksonville,Florida,32206,,30.334651,-81.629615,1151 Talleyrand Avenue,,Jacksonville,Florida,32206,,Under Review,1/12/2016,Accepted,2/7/2022
SMO,Plant,Asphalt Binder,LA015,ERGON BAINBRIDGE,"Ergon Asphalt & Emulsions, Inc.",ANDREW MENAPACE,andy.menapace@ERGON.COM,(601) 842-9096,1601 SPRING CREEK ROAD,,BAINBRIDGE,Georgia,39817,,30.892350,-84.620374,1601 SPRING CREEK ROAD,,BAINBRIDGE,Georgia,39817,,Under Review,8/20/2015,Inactivated,1/1/2018
SMO,Plant,Asphalt Binder,LA016,ERGON MULGA,"Ergon Asphalt & Emulsions, Inc.",JOEY GELWIX,JOEY.GELWIX@ERGON.COM,(813) 695-0345,7890 BIRMINGPORT ROAD,,MULGA,Alabama,35118,,33.560299,-87.107935,7890 BIRMINGPORT ROAD,,MULGA,Alabama,35118,,Under Review,8/20/2015,Accepted,6/24/2025
SMO,Plant,Asphalt Binder,LA018,GARDNER ASPHALT,Gardner Asphalt Supply LLC,FRANCISCO ROSADO,frosado@icpgroup.com,(813) 248-2101,4161 7TH AVENUE,,TAMPA,Florida,33605,,27.960080,-82.411318,4161 7TH AVENUE,,TAMPA,Florida,33605,,Under Review,8/20/2015,Accepted,3/28/2023
SMO,Plant,Asphalt Binder,LA021,Hunt Refining Chickasaw,Hunt Refining Company,JUDGE BROWN,JBROWN@HUNTREFINING.COM,(601) 467-0016,200 VIADUCT ROAD,,CHICKASAW,Alabama,36611,,30.763116,-88.052361,200 VIADUCT ROAD,,CHICKASAW,Alabama,36611,,Under Review,8/20/2015,Accepted,3/2/2023
SMO,Plant,Asphalt Binder,LA022,HUNT SOUTHLAND LUMBERTON - INACTIVE,Hunt Southland Refining Company,,,,7539 HIGHWAY 11,,LUMBERTON,Mississippi,39455,,31.024817,-89.447924,7539 HIGHWAY 11,,LUMBERTON,Mississippi,39455,,Under Review,8/20/2015,,
SMO,Plant,Asphalt Binder,LA023,HUNT SOUTHLAND HEILDELBERG - INACTIVE,Hunt Southland Refining Company,,,,177 HANEY ROAD,,HEILDELBERG,Mississippi,39439,,31.813589,-89.012831,177 HANEY ROAD,,HEILDELBERG,Mississippi,39439,,Under Review,8/20/2015,Inactivated,6/2/2014
SMO,Plant,Asphalt Binder,LA024,TCPU JACKSONVILLE,"TCPU, Inc.",KEVIN DORSEY,Kevin.Dorsey@trafigura.com,(832) 270-3226,3425 TALLEYRAND AVENUE,,JACKSONVILLE,Florida,32206,,30.361604,-81.622223,3425 TALLEYRAND AVENUE,,JACKSONVILLE,Florida,32206,,Under Review,10/9/2015,Inactivated,1/16/2018
SMO,Plant,Asphalt Binder,LA025,TCPU PORT EVERGLADES,"TCPU, Inc.",KEVIN DORSEY,kevin.dorsey@trafigura.com,(832) 270-3226,2401 EISENHOWER BOULEVARD,,PORT EVERGLADES,Florida,33316,,26.094045,-80.124754,2401 EISENHOWER BOULEVARD,,PORT EVERGLADES,Florida,33316,,Under Review,10/9/2015,Inactivated,1/16/2018
SMO,Terminal,Asphalt Binder,LA026,MARATHON YBOR / TAMPA,Marathon Petroleum Corporation,ANAS JAMRAH,AJAMRAH@MARATHONPETROLEUM.COM,(419) 889-9956,519 SOUTH 19TH STREET,,TAMPA,Florida,33605,,27.951828,-82.438083,519 SOUTH 19TH STREET,,TAMPA,Florida,33605,,Under Review,10/12/2015,Accepted,2/28/2024
SMO,Plant,Asphalt Binder,LA027,Ergon - Nashville,"Ergon Asphalt & Emulsions, Inc.",George Mariani,gmariani3@associatedasphalt.com,(813) 436-6144,1114 Visco Drive,,Nashville,Tennessee,37210,,,,1114 Visco Drive,,Nashville,Tennessee,37210,,Under Review,11/12/2024,Accepted,11/4/2024
SMO,Terminal,Asphalt Binder,LA027,Ergon - Nashville,"Ergon Asphalt & Emulsions, Inc.",George Mariani,gmariani3@associatedasphalt.com,(813) 436-6144,1114 Visco Drive,,Nashville,Tennessee,37210,,,,1114 Visco Drive,,Nashville,Tennessee,37210,,Under Review,11/12/2024,Accepted,11/4/2024
SMO,Plant,Asphalt Binder,LA029,TCPU CAPE CANAVERAL,"TCPU, Inc.",KEVIN DORSEY,Kevin.Dorsey@trafigura.com,(832) 270-3226,8592 NORTH ATLANTIC AVENUE,,CAPE CANAVERAL,Florida,32920,,28.404586,-80.603152,8592 NORTH ATLANTIC AVENUE,,CAPE CANAVERAL,Florida,32920,,Under Review,12/11/2015,Inactivated,1/16/2018
SMO,Plant,Asphalt Binder,LA030,MARATHON GARYVILLE,Marathon Petroleum Corporation,MIKE GOTHARD,DMGOTHARD@MARATHONPETROLEUM.COM,(419) 429-9566,OFF AIRLINE HIGHWAY,,GARYVILLE,Louisiana,70051,,30.075511,-90.633826,OFF AIRLINE HIGHWAY,PO BOX A-C,GARYVILLE,Louisiana,70051,,Under Review,10/12/2015,Accepted,4/3/2023
SMO,Plant,Asphalt Binder,LA032,TCPU PORT MANATEE,"TCPU, Inc.",KEVIN DORSEY,kevin.dorsey@trafigura.com,(832) 270-3226,804 NORTH DOCK STREET,,PALMETTO,Florida,34221,,27.637378,-82.553908,804 NORTH DOCK STREET,,PALMETTO,Florida,34221,,Under Review,10/9/2015,Inactivated,1/16/2018
SMO,Plant,Asphalt Binder,LA033,Associated Lake City,Associated Asphalt,Matt Groh,MGROH@MARIANIASPHALT.COM,(813) 295-3551,1385 COUNTY ROAD 25A NORTH,,LAKE CITY,Florida,32055,,30.220530,-82.652560,1385 COUNTY ROAD 25A NORTH,,LAKE CITY,Florida,32055,,Under Review,8/20/2015,Accepted,6/24/2025
SMO,Plant,Asphalt Binder,LA034,Associated Tampa,Associated Asphalt,Matt Groh,mgroh@MARIANIASPHALT.COM,(813) 295-3551,500 NORTH 19TH STREET,,TAMPA,Florida,33605,,27.950041,-82.440052,500 NORTH 19TH STREET,,TAMPA,Florida,33605,,Under Review,8/20/2015,Accepted,6/24/2025
SMO,Plant,Asphalt Binder,LA038,AXEON JACKSONVILLE,Axeon Specialty Products LLC,CHRISTINA SKALA,CHRISSY.SKALA@AXEONSP.COM,(856) 224-7438,6531 EVERGREEN AVENUE,,JACKSONVILLE,Florida,32208,,30.379551,-81.634100,6531 EVERGREEN AVENUE,,JACKSONVILLE,Florida,32208,,Under Review,10/28/2015,Inactivated,3/1/2017
SMO,Plant,Asphalt Binder,LA039,AXEON SAVANNAH,Axeon Specialty Products LLC,CHRISTINA SKALA,CHRISSY.SKALA@AXEONSP.COM,(856) 579-5135,7 fOUNDATION DRIVE,,SAVANNAH,Georgia,31408,,32.109051,-81.128368,7 fOUNDATION DRIVE,,SAVANNAH,Georgia,31408,,Under Review,10/28/2015,Inactivated,3/1/2017
SMO,Plant,Asphalt Binder,LA047,SFMC FT. LAUDERDALE,South Florida Materials Corporation,JOE COLLING,jcolling@matconterminals.com,(954) 764-6738,1200 SE 20TH STREET,,FT. LAUDERDALE,Florida,33316,,26.096668,-80.130493,1200 SE 20TH STREET,,FT. LAUDERDALE,Florida,33316,,Under Review,8/20/2015,Accepted,1/20/2022
SMO,Plant,Asphalt Binder,LA050,SFMC RIVIERA BEACH,South Florida Materials Corporation,GERARDO ALMODOVAR,galmodovar@SFMaterials.com,(561) 248-0732,300 WEST MIDDLE ROAD,,RIVIERA BEACH,Florida,33404,,26.767024,-80.058281,300 WEST MIDDLE ROAD,,RIVIERA BEACH,Florida,33404,,Under Review,8/20/2015,Accepted,6/27/2022
SMO,Plant,Asphalt Binder,LA053,Hunt Refining Perry,Hunt Refining Company,,,,115 INDUSTRIAL PARK DRIVE,,PERRY,Georgia,31069,,32.459502,-83.770929,115 INDUSTRIAL PARK DRIVE,,PERRY,Georgia,31069,,Under Review,8/20/2015,Accepted,4/6/2015
SMO,Plant,Asphalt Binder,LA054,Shell Plant #3,Shell Oil Company,,,,2701 EAST 2ND AVENUE,,TAMPA,Florida,33605,,27.956325,-82.428721,2701 EAST 2ND AVENUE,,TAMPA,Florida,33605,,Under Review,8/20/2015,,
SMO,Terminal,Asphalt Binder,LA054,Shell Plant #3,Shell Oil Company,,,,2701 EAST 2ND AVENUE,,TAMPA,Florida,33605,,27.956325,-82.428721,2701 EAST 2ND AVENUE,,TAMPA,Florida,33605,,Under Review,8/20/2015,,
SMO,Plant,Asphalt Binder,LA055,Martin Asphalt Terminal,"Martin Product Sales, LLC",JUAN HERMOSILLO,juan.hermosillo@martinmlp.com,(281) 705-3059,4118 Pendola Point Road,,Tampa,Florida,33619,,27.901353,-82.414981,Three River Way,Suite 1250,Houston,Texas,77056,,Under Review,7/25/2016,Accepted,4/12/2022
SMO,Plant,Asphalt Binder,LA057,Associated Asphalt Savannah,"Associated Asphalt Savannah, LLC",GEORGE MARIANI III,gmariani3@associatedasphalt.com,(813) 436-6144,14 Foundation Drive,,Garden City,Georgia,31408,,32.105889,-81.134171,14 Foundation Drive,,Garden City,Georgia,31408,,Under Review,10/6/2016,Accepted,2/2/2023
SMO,Plant,Asphalt Binder,LA061,Associated Asphalt Savannah EP,"Associated Asphalt Marketing, LLC",GEORGE MARIANI III,gmariani3@associatedasphalt.com,(813) 436-6144,7 Foundation Drive,,SAVANNAH,Georgia,31408,,32.109033,-81.128398,4 Paradise Road,,Paulsboro,New Jersey,08066,,Under Review,3/8/2017,Accepted,6/24/2025
SMO,Plant,Asphalt Binder,LA062,Associated Asphalt Jacksonville,"Associated Asphalt Marketing, LLC",STEPHANIE TOPA,SRICHARDS@MARIANIASPHALT.COM,(813) 434-5007,6531 Evergreen Avenue,,Jacksonville,Florida,32208,,30.379148,-81.634163,4 Paradise Road,,Paulsboro,New Jersey,08066,,Under Review,3/8/2017,Accepted,6/24/2025
SMO,Plant,Asphalt Binder,LA063,Hunt Refining Bainbridge,Hunt Refining Company,JUDGE BROWN,jbrown@huntrefining.com,(601) 467-0016,P.O. Box 848,,BAINBRIDGE,Georgia,398180848,,30.895226,-84.610910,P.O. Box 848,,BAINBRIDGE,Georgia,398180848,,Under Review,3/16/2017,Accepted,3/24/2025
SMO,Plant,Asphalt Binder,LA066,Associated Asphalt Port Everglades,"Associated Asphalt Marketing, LLC",STEPHANIE TOPA,SRICHARDS@MARIANIASPHALT.COM,(813) 434-5007,2401 Eisenhower Boulevard,,Port Everglades,Florida,33316,,26.094080,-80.124690,2401 Eisenhower Boulevard,,Port Everglades,Florida,33316,,Under Review,12/28/2017,Accepted,6/24/2025
SMO,Plant,Asphalt Binder,LA067,Associated Asphalt Port Manatee,"Associated Asphalt Marketing, LLC",STEPHANIE TOPA,SRICHARDS@MARIANIASPHALT.COM,(813) 434-5007,804 North Dock Street,,Palmetto,Florida,34221,,27.636266,-82.554827,804 North Dock Street,,Palmetto,Florida,34221,,Under Review,12/28/2017,Accepted,6/24/2025
SMO,Plant,Asphalt Binder,LA068,Associated Asphalt Jacksonville TM,"Associated Asphalt Marketing, LLC",STEPHANIE TOPA,SRICHARDS@MARIANIASPHALT.COM,(813) 434-5007,3425 Talleyrand Avenue,,Jacksonville,Florida,32206,,30.360444,-81.626145,3425 Talleyrand Avenue,,Jacksonville,Florida,32206,,Under Review,12/28/2017,Accepted,6/24/2025
SMO,Plant,Asphalt Binder,LA069,Associated Asphalt Cape Canaveral,"Associated Asphalt Marketing, LLC",STEPHANIE TOPA,SRICHARDS@MARIANIASPHALT.COM,(813) 434-5007,8952 North Atlantic Avenue,,Cape Canaveral,Florida,32920,,28.405089,-80.603095,8952 North Atlantic Avenue,,Cape Canaveral,Florida,32920,,Under Review,12/28/2017,Accepted,6/24/2025
SMO,Plant,Asphalt Binder,LA070,Hunt Refining Mobile,Hunt Refining Company,BRADEN SMITH,btsmith@huntrefining.com,(205) 723-3293,835 CHOCRANE CSWAY,,MOBILE,Alabama,33610,,30.709873,-88.033833,835 CHOCRANE CSWAY,,MOBILE,Alabama,33610,,Under Review,5/23/2018,Accepted,3/2/2023
SMO,Plant,Asphalt Binder,LA072,CWR CONTRACTING - PANAMA CITY,CWR Contracting (Liquid Terminal),EDDIE HADDOCK,ehaddock@CWRCONTRACTING.COM,(850) 747-1968,122 SOUTH CENTER AVENUE,,PANAMA CITY,Florida,32401,,30.144147,-85.629451,122 SOUTH CENTER AVENUE,,PANAMA CITY,Florida,32401,,Under Review,3/5/2019,Accepted,2/3/2022
SMO,Terminal,Asphalt Binder,LA075,Ergon - Tampa #2,"Ergon Asphalt & Emulsions, Inc.",Adam Campbell,adam.campbell@ergon.com,(813) 248-2101,4031 E. 7th Avenue,,Tampa,Florida,33605,,27.959517,-82.413002,4031 E. 7th Avenue,,Tampa,Florida,33605,,Under Review,10/2/2023,Accepted,4/11/2024
SMO,Terminal,Asphalt Binder,LA077,Hunt Warrior Facility,Hunt Southland Refining Company,BRADEN SMITH,btsmith@huntrefining.com,(205) 723-3293,3100 Warrior Road,,Tuscaloosa,Alabama,35404,,,,P.O. Box 038995,,Tuscaloosa,Alabama,35403,,Under Review,4/14/2025,In Review,4/14/2025
SMO,Plant,Asphalt Binder,LA078,"Hunt Southland - Sandersville, MS",Hunt Southland Refining Company,BRADEN SMITH,btsmith@huntrefining.com,(205) 723-3293,,,,,,,,,177 Haney Rd.,,Heidelberg,Mississippi,39439,,Under Review,5/28/2025,Accepted,5/28/2025
SMO,Plant,Asphalt Emulsions,LA003,Blythe Construction,BCI Materials,,,,1131 ATANDO AVENUE,,CHARLOTTE,North Carolina,28206,,35.260859,-80.823997,1131 ATANDO AVENUE,,CHARLOTTE,North Carolina,28206,,Under Review,8/20/2015,Accepted,1/29/2025
SMO,Plant,Asphalt Emulsions,LA004,BLACKLIDGE DOUGLASVILLE - INACTIVE,"Blacklidge Emulsions, Inc.",David Abrams,DABRAMS@BE-INC.COM,(770) 942-2912,8000 HUEY ROAD,,DOUGLASVILLE,Georgia,30134,,33.762093,-84.729825,8000 HUEY ROAD,,DOUGLASVILLE,Georgia,30134,,Under Review,10/26/2015,Inactivated,8/8/2014
SMO,Plant,Asphalt Emulsions,LA005,BLACKLIDGE GULFPORT,"Blacklidge Emulsions, Inc.",Jon Repp,jrepp@blacklidge.com,(228) 219-5933,11030 REICHOLD ROAD,,GULFPORT,Mississippi,39503,,30.427335,-89.019046,11030 REICHOLD ROAD,,GULFPORT,Mississippi,39503,,Under Review,8/20/2015,Accepted,5/10/2021
SMO,Terminal,Asphalt Emulsions,LA006,BLACKLIDGE POMPANO,"Blacklidge Emulsions, Inc.",,,,2501 NW 48TH STREET,,POMPANO BEACH,Florida,33073,,26.289505,-80.155367,2501 NW 48TH STREET,,POMPANO BEACH,Florida,33073,,Under Review,8/20/2015,Accepted,5/10/2021
SMO,Plant,Asphalt Emulsions,LA007,BLACKLIDGE GREER - PLANT #9,"Blacklidge Emulsions, Inc.",Adam Blackwell,ablackwell@blacklidge.com,(864) 434-3187,539 EAST POINSETT STREET,,GREER,South Carolina,29651,,34.935660,-82.217433,539 EAST POINSETT STREET,,GREER,South Carolina,29651,,Under Review,8/20/2015,Accepted,5/10/2021
SMO,Plant,Asphalt Emulsions,LA009,BLACKLIDGE TAMPA - PLANT #11,"Blacklidge Emulsions, Inc.",Michelle Peltier,mpeltier@blacklidge.com,(228) 238-1090,5010 Montgomery Street,,TAMPA,Florida,33619,,27.906164,-82.398596,5010 Montgomery Street,,TAMPA,Florida,33619,,Under Review,1/20/2016,Accepted,6/27/2022
SMO,Plant,Asphalt Emulsions,LA010,BLACKLIDGE TAMPA - PLANT #3,"Blacklidge Emulsions, Inc.",Gabe DeAngelo,gdeangelo@blacklidge.com,(813) 247-5699,2701 EAST 2ND AVENUE,,TAMPA,Florida,33605,,27.956325,-82.428721,2701 EAST 2ND AVENUE,,TAMPA,Florida,33605,,Under Review,8/20/2015,Accepted,5/11/2021
SMO,Terminal,Asphalt Emulsions,LA011,Blacklidge Miami,"Blacklidge Emulsions, Inc.",Josue Reyes,jreyes@blacklidge.com,(954) 275-7226,17800 NW 122nd Ave,,Hialeah,Florida,33196,,25.935438,-80.398400,17800 NW 122nd Ave,,Hialeah,Florida,33196,,Under Review,5/16/2023,Accepted,5/15/2023
SMO,Plant,Asphalt Emulsions,LA013,ERGON GARDEN CITY,"Ergon Asphalt & Emulsions, Inc.",Joey Gelwix,joey.gelwix@ergon.com,(813) 695-0345,14 FOUNDATION DRIVE,,GARDEN CITY,Georgia,31408,,32.101040,-81.138104,14 FOUNDATION DRIVE,,GARDEN CITY,Georgia,31408,,Under Review,8/20/2015,Accepted,6/24/2025
SMO,Plant,Asphalt Emulsions,LA016,ERGON MULGA,"Ergon Asphalt & Emulsions, Inc.",JOEY GELWIX,JOEY.GELWIX@ERGON.COM,(813) 695-0345,7890 BIRMINGPORT ROAD,,MULGA,Alabama,35118,,33.560299,-87.107935,7890 BIRMINGPORT ROAD,,MULGA,Alabama,35118,,Under Review,8/20/2015,Accepted,6/24/2025
SMO,Plant,Asphalt Emulsions,LA017,ERGON TAMPA,Ergon Emulsions,Joey Gelwix,joey.gelwix@ERGON.COM,(813) 695-0345,5201 CAUSEWAY BOULEVARD,,TAMPA,Florida,33619,,27.922508,-82.396683,5201 CAUSEWAY BOULEVARD,,TAMPA,Florida,33619,,Under Review,8/20/2015,Accepted,6/24/2025
SMO,Plant,Asphalt Emulsions,LA018,GARDNER ASPHALT,Gardner Asphalt Supply LLC,FRANCISCO ROSADO,frosado@icpgroup.com,(813) 248-2101,4161 7TH AVENUE,,TAMPA,Florida,33605,,27.960080,-82.411318,4161 7TH AVENUE,,TAMPA,Florida,33605,,Under Review,8/20/2015,Accepted,3/28/2023
SMO,Plant,Asphalt Emulsions,LA020,Hunt Refining Tuscaloosa,Hunt Refining Company,,,,1855 Fairlawn Road,,TUSCALOOSA,Alabama,35401,,33.199238,-87.609814,PO BOx 038995,,Tuscaloosa,Alabama,35403,,Under Review,2/24/2016,Accepted,6/15/2016
SMO,Plant,Asphalt Emulsions,LA022,HUNT SOUTHLAND LUMBERTON - INACTIVE,Hunt Southland Refining Company,,,,7539 HIGHWAY 11,,LUMBERTON,Mississippi,39455,,31.024817,-89.447924,7539 HIGHWAY 11,,LUMBERTON,Mississippi,39455,,Under Review,8/20/2015,,
SMO,Plant,Asphalt Emulsions,LA040,POLY ASPHALT,Poly Asphalt,HOLT JONES,polyasphalt@comcast.net,(850) 925-6345,11 NEWPORT ROAD,,ST. MARKS,Florida,32355,,30.170496,-84.206155,11 NEWPORT ROAD,,ST. MARKS,Florida,32355,,Under Review,10/29/2015,Accepted,10/3/2023
SMO,Terminal,Asphalt Emulsions,LA042,SEABOARD ASPHALT,Seaboard Asphalt Products Company,BRANDON STAUB,BRANDON.STAUB@SPECIALTYEMULSIONSINC.COM,(717) 849-5020,3601 FAIRFIELD ROAD,,BALTIMORE,Maryland,21226,,39.231310,-76.574760,3601 FAIRFIELD ROAD,,BALTIMORE,Maryland,21226,,Under Review,10/28/2015,Inactivated,4/18/2016
SMO,Plant,Asphalt Emulsions,LA052,"Specialty Emulsions, Inc.","Specialty Emulsions, Inc.",BRANDON STAUB,brandon.staub@specialtyemulsionsinc.com,(717) 849-5020,1194 ZINNS QUARRY ROAD,,York,Pennsylvania,17404,,39.946368,-76.748488,1194 ZINNS QUARRY ROAD,,York,Pennsylvania,17404,,Under Review,5/16/2016,Accepted,10/23/2023
SMO,Plant,Asphalt Emulsions,LA065,"Asphalt Paving Systems, Inc.","Asphalt Paving Systems, Inc.",TRAVIS DAVIS,tdavis@asphaltpavingsystems.com,(609) 209-8642,9021 Wire Road,,Zephyrhills,Florida,33540,,28.288739,-82.184979,9021 Wire Road,,Zephyrhills,Florida,33540,,Under Review,9/7/2017,Accepted,3/3/2025
SMO,Plant,Asphalt Emulsions,LA070,Hunt Refining Mobile,Hunt Refining Company,BRADEN SMITH,btsmith@huntrefining.com,(205) 723-3293,835 CHOCRANE CSWAY,,MOBILE,Alabama,33610,,30.709873,-88.033833,835 CHOCRANE CSWAY,,MOBILE,Alabama,33610,,Under Review,5/23/2018,Accepted,3/2/2023
SMO,Plant,Asphalt Emulsions,LA071,ERGON VICKSBURG,"Ergon Asphalt & Emulsions, Inc.",TROY STEWART,NEEL.STEWART@ERGON.COM,(601) 630-8343,2125 Haining Rd,,Vicksburg,Mississippi,39183,,32.390155,-90.899227,2125 Haining Rd,,Vicksburg,Mississippi,39183,,Under Review,9/10/2018,Accepted,6/24/2025
SMO,Plant,Asphalt Emulsions,LA073,Blacklidge Zephyrhills,"Blacklidge Emulsions, Inc.",Gabriel De Angelo,gdeangelo@blacklidge.com,(813) 618-6541,9021 Wire Road,,Zephyrhills,Florida,33540,,28.288743,-82.185869,9021 Wire Road,,Zephyrhills,Florida,33540,,Under Review,12/1/2020,Inactivated,4/1/2021
SMO,Terminal,Asphalt Emulsions,LA075,Ergon - Tampa #2,"Ergon Asphalt & Emulsions, Inc.",Adam Campbell,adam.campbell@ergon.com,(813) 248-2101,4031 E. 7th Avenue,,Tampa,Florida,33605,,27.959517,-82.413002,4031 E. 7th Avenue,,Tampa,Florida,33605,,Under Review,10/2/2023,Accepted,4/11/2024
SMO,Terminal,Asphalt Emulsions,LA076,Blacklidge - Anthony,"Blacklidge Emulsions, Inc.",Juan Giron,jgiron@alienep.com,(352) 236-5982,9655 NE 21st Avenue,,Anthony,Florida,32617,,29.291226,-82.108622,9655 NE 21st Avenue,,Anthony,Florida,32617,,Under Review,10/2/2023,Accepted,9/28/2023
SMO,Plant,Bridge Bearings,BR-OH-002,AG Industries / Con-Serv.,AG Industries / Con-Serv,ALBERT GAWEL,albert@agind.co,(330) 220-0050,2963 INTERSTATE PKWY,,BRUNSWICK,Ohio,44212,,41.247349,-81.792233,2963 INTERSTATE PKWY,,BRUNSWICK,Ohio,44212,,Under Review,6/23/2015,Suspended,7/21/2022
SMO,Plant,Bridge Bearings,BR-TX-002,"Cosmec, Inc.","Cosmec, Inc.",DONALD VOSE,dvose@cosmecinc.com,(903) 677-2871,1501 ROCKY RIDGE ROAD,,ATHENS,Texas,75751,,32.211482,-95.821777,PO BOX 2159,,ATHENS,Texas,75751,,Under Review,6/23/2015,Accepted,3/24/2021
SMO,Plant,Bridge Bearings,MM-MS-002,"CL Dews & Sons Foundry & Machinery Co., Inc","C.L. Dews & Sons Foundry & Machinery Co., Inc",CHAD DEWS,CHAD@DEWSFOUNDRY.COM,(601) 520-8555,1599 Edwards Street,,Hattiesburg,Mississippi,39401,,31.303568,-89.285064,1599 Edwards Street,,Hattiesburg,Mississippi,39401,,Under Review,8/25/2017,Accepted,2/16/2023
SMO,Plant,Bridge Bearings,MM-NY-001,RJ Watson,RJ Watson,SAL MILITELLO,smilitello@rjwatson.com,(716) 901-7020 x21,11035 Walden Ave.,,Alden,New York,14004,,42.899000,-78.517000,11035 Walden Ave.,,Alden,New York,14004,,Under Review,6/23/2015,Accepted,11/26/2024
SMO,Plant,Bridge Bearings,MM-OH-001,DS Brown - N. Baltimore,DS Brown Company,MARK FRANCIS,mfrancis@dsbrown.com,(678) 366-3350,300 E CHERRY ST,,NORTH BALTIMORE,Ohio,45872,,41.187090,-83.674250,300 E CHERRY ST,,NORTH BALTIMORE,Ohio,45872,,Under Review,6/23/2015,Accepted,2/21/2025
SMO,Plant,Bridge Castings,CA-FL-001,US Foundry,US Foundry & Manufacturing Corporation,ADAM SAN SOLO,asansolo@usfoundry.com,(786) 256-5115,8359 NW 93 ST.,,MEDLEY,Florida,33166,,25.858515,-80.333188,8359 NW 93 ST.,,MEDLEY,Florida,33166,,Under Review,6/23/2015,Accepted,7/14/2021
SMO,Plant,Bridge Castings,CA-OH-001,Sawbrook Steel Castings LLC,Sawbrook Steel Casting LLC,RYAN COSTA,rcosta@sawbrooksteel.com,(513) 554-1700 x130,425 Shepard Avenue,,Cincinnati,Ohio,45215,,39.230100,-84.448300,425 Shepard Avenue,,Cincinnati,Ohio,45215,,Under Review,4/28/2022,Accepted,4/28/2022
SMO,Plant,Bridge Castings,CA-OR-001,Houston Structures Inc.,Houston Structures Inc.,DOWEN RAYNOR,DOWEN.RAYNOR@ULVENCOMPANIES.COM,(503) 980-1347,6060 S. Whisky Hill Road,,Hubbard,Oregon,97032,,45.176386,-122.747687,PO Box 249,,Hubbard,Oregon,97302,,Under Review,11/7/2016,Suspended,5/27/2020
SMO,Plant,Bridge Castings,CA-TX-001,Quality Electric Steel Castings / QESC,Quality Electric Steel Castings,Anna Richter,arichter@qesc.com,(713) 860-5665,252 McCarty Dr.,,Houston,Texas,77029,,29.761000,-95.260000,252 McCarty Dr.,,Houston,Texas,77029,,Under Review,5/2/2019,Suspended,10/31/2022
SMO,Plant,Bridge Forgings,CA-IL-001,Scot Forge - Spring Grove,Scot Forge,STEVE HUGHES,SHUGHES@SCOTFORGE.COM,(815) 675-4486,8001 Winn Road,,Spring Grove,Illinois,60081,,42.442323,-88.249819,8001 Winn Road,,Spring Grove,Illinois,60081,,Under Review,8/10/2017,Accepted,1/27/2020
SMO,Plant,Bridge Forgings,CA-IL-002,Scot Forge - Franklin Park,Scot Forge,STEVE HUGHES,shughes@scotforge.com,(815) 675-4486,9394 Belmont Ave,,Franklin Park,Illinois,60131,,41.935000,-87.875000,9394 Belmont Ave,,Franklin Park,Illinois,60131,,Under Review,1/10/2019,Accepted,1/27/2020
SMO,Plant,Bridge Forgings,CA-IL-003,Finkl Steel - Chicago,A.Finkl & Sons dba Finkl Steel -Chicago,"Elizabeth ""Liz"" Bilitz",EBilitz@Finkl.com,(773) 975-2619,1355 East 93rd St.,,Chicago,Illinois,60619,,41.724937,-87.590806,1355 East 93rd St.,,Chicago,Illinois,60619,,Under Review,4/7/2022,Accepted,4/7/2022
SMO,Plant,Bridge Forgings,CA-TX-002,Forged Products Inc.,"Forged Products, Inc.",Jerry Skweres,JSkweres@fpitx.com,(832) 590-7960,6505 N Houston Rosslyn Rd.,,Houston,Texas,77091,,29.861200,-95.483300,6505 N Houston Rosslyn Rd.,,Houston,Texas,77091,,Under Review,5/19/2022,Accepted,5/19/2022
